# Sesion:3 Fecha:2026-03-08 15:38:50 Shots:0 Duracion:14,95s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
0.2260,3.2500,-57.0000,562.2149,-1880.0178,-504.9191,2026.2022,-0.1300,0.0600,-0.1400,0.2002,8.0600,-0.8200,-5.4400,25,-25.2500,-5.5000,34.0000,0,0,0,1
0.2430,3.0000,-56.4375,458.3663,-1772.5882,-415.3944,1877.4240,-0.1200,0.1000,-0.2900,0.3294,8.0200,-0.7800,-5.6800,25,-25.8750,-5.3750,35.3750,0,0,0,1
0.2680,2.8750,-55.9375,-78.7817,-1303.4790,-168.3063,1316.6590,-0.1900,0.0200,-0.3200,0.3727,7.9000,-0.8400,-5.7700,25,-25.8750,-5.3750,35.3750,0,0,0,1
0.2870,2.8750,-55.5000,-118.1725,-1063.5529,-7.1620,1070.1219,-0.1400,0.0500,-0.2300,0.2739,7.9200,-0.8100,-5.7300,25,-24.3750,-4.6875,35.3750,0,0,0,1
0.3080,2.8750,-55.0000,-182.6303,-1059.9719,82.3627,1078.7391,-0.2900,0.0000,-0.2600,0.3895,7.7300,-0.8600,-5.8100,25,-24.3750,-4.6875,35.3750,0,0,0,1
0.3280,2.8750,-54.5625,-68.0387,-1088.6198,-125.3345,1097.9213,-0.3000,0.0900,-0.4200,0.5239,7.6800,-0.7600,-6.0300,25,-24.3750,-4.6875,35.3750,0,0,0,1
0.3450,2.9375,-54.3750,-75.2007,-1074.2958,-207.6972,1096.7701,-0.1300,0.1500,-0.3700,0.4199,7.8200,-0.6900,-6.0500,25,-23.0000,-5.0000,36.0000,0,0,0,1
0.3690,3.0000,-53.8125,-25.0669,-1009.8381,-157.5634,1022.3638,-0.1200,0.1900,-0.5200,0.5665,7.7900,-0.6300,-6.2400,25,-23.0000,-5.0000,36.0000,0,0,0,1
0.3860,3.1250,-53.5000,-322.2888,-726.9402,-39.3908,796.1556,-0.1600,0.2100,-0.6100,0.6647,7.7200,-0.6000,-6.3800,25,-23.0000,-5.6875,36.0000,0,0,0,1
0.4100,3.3125,-53.3125,-376.0036,-522.8240,125.3345,656.0734,-0.0900,0.2800,-0.5400,0.6149,7.7700,-0.5200,-6.3400,25,-23.0000,-5.6875,36.0000,0,0,0,1
0.4270,3.5000,-53.1250,-325.8698,-426.1374,182.6303,566.6903,-0.1600,0.0400,-0.3000,0.3423,7.6800,-0.7500,-6.1200,25,-23.0000,-5.6875,36.0000,0,0,0,1
0.4470,3.5625,-52.9375,-179.0493,-447.6233,157.5634,507.1997,-0.2900,0.0000,-0.3600,0.4623,7.5300,-0.7900,-6.2100,25,-23.3750,-5.6875,37.5625,0,0,0,1
0.4680,3.6250,-52.7500,-189.7923,-365.2606,60.8768,416.1038,-0.2000,0.0700,-0.3900,0.4438,7.5900,-0.7200,-6.2700,25,-23.3750,-5.6875,37.5625,0,0,0,1
0.4880,3.7500,-52.5625,-153.9824,-372.4226,21.4859,403.5726,-0.1800,-0.0100,-0.2500,0.3082,7.6000,-0.8100,-6.1600,25,-23.0000,-5.2500,36.7500,0,0,0,1
0.5090,3.7500,-52.4375,-157.5634,-261.4120,89.5247,318.0835,-0.2000,0.0500,-0.5100,0.5501,7.5600,-0.7300,-6.4300,25,-23.0000,-5.2500,36.7500,0,0,0,1
0.5280,3.9375,-52.3125,-379.5845,-25.0669,118.1725,398.3435,-0.2600,-0.0200,-0.3700,0.4527,7.5000,-0.8100,-6.3100,25,-23.0000,-5.2500,36.7500,0,0,0,1
0.5460,4.1250,-52.2500,-261.4120,3.5810,89.5247,276.3399,-0.1200,-0.1000,-0.0300,0.1591,7.6300,-0.8800,-5.9800,25,-23.0000,-5.0000,37.0625,0,0,0,1
0.5700,4.1250,-52.2500,-53.7148,-168.3063,28.6479,178.9777,-0.1300,-0.0300,-0.1200,0.1794,7.6200,-0.8000,-6.0800,25,-23.0000,-5.0000,37.0625,0,0,0,1
0.5870,4.1250,-52.1875,-7.1620,-171.8873,-75.2007,187.7544,-0.0400,0.1800,-0.3000,0.3521,7.6900,-0.5800,-6.2600,25,-23.0000,-5.2500,36.2500,0,0,0,1
0.6070,4.2500,-52.1250,-168.3063,-82.3627,-10.7430,187.6860,-0.1000,0.1000,-0.3200,0.3499,7.6300,-0.6600,-6.2900,25,-23.0000,-5.2500,36.2500,0,0,0,1
0.6270,4.5000,-52.0625,-343.7747,60.8768,-35.8099,350.9549,-0.1700,0.0000,-0.2300,0.2860,7.5600,-0.7400,-6.2000,25,-23.0000,-5.2500,36.2500,0,0,0,1
0.6480,4.6250,-52.1250,-254.2500,96.6866,0.0000,272.0136,-0.0800,0.0500,-0.1600,0.1857,7.6600,-0.6800,-6.1300,25,-23.0000,-5.3750,37.5000,0,0,0,1
0.6680,4.7500,-52.1250,-125.3345,32.2289,-28.6479,132.5449,-0.1200,0.0000,-0.1000,0.1562,7.6100,-0.7400,-6.0700,25,-23.0000,-5.3750,37.5000,0,0,0,1
0.6850,4.8750,-52.0625,-111.0106,-3.5810,-60.8768,126.6576,-0.1100,0.0000,-0.1100,0.1556,7.6200,-0.7200,-6.0900,25,-23.0000,-5.0000,35.7500,0,0,0,1
0.7090,4.9375,-52.0625,-93.1056,28.6479,-46.5528,107.9654,-0.0500,0.0500,-0.1200,0.1393,7.6900,-0.6600,-6.1000,25,-23.0000,-5.0000,35.7500,0,0,0,1
0.7260,4.9375,-52.0625,132.4965,-46.5528,14.3239,141.1654,0.0100,0.1000,-0.1400,0.1723,7.7500,-0.6100,-6.1100,25,-23.0000,-5.0000,35.7500,0,0,0,1
0.7460,4.9375,-52.0625,28.6479,0.0000,85.9437,90.5926,-0.0500,0.0100,-0.1000,0.1122,7.6800,-0.7100,-6.0800,25,-23.0000,-5.3750,37.0000,0,0,0,1
0.7660,4.8750,-52.0625,-132.4965,60.8768,175.4683,228.1456,-0.1000,0.0300,-0.1200,0.1591,7.6200,-0.7000,-6.1100,25,-23.0000,-5.3750,37.0000,0,0,0,1
0.7870,5.0000,-52.0625,-175.4683,75.2007,75.2007,205.1815,-0.1400,0.0000,-0.1100,0.1780,7.5800,-0.7300,-6.1000,25,-22.5625,-5.7500,36.1875,0,0,0,1
0.8080,5.0625,-52.0625,-3.5810,32.2289,-28.6479,43.2692,-0.0700,-0.0100,-0.1100,0.1308,7.6600,-0.7400,-6.0900,25,-22.5625,-5.7500,36.1875,0,0,0,1
0.8280,5.0625,-52.0625,3.5810,82.3627,10.7430,83.1375,-0.0500,0.0500,-0.1300,0.1480,7.6800,-0.6700,-6.1100,25,-22.5625,-5.7500,36.1875,0,0,0,1
0.8450,5.0625,-52.0625,-14.3239,118.1725,25.0669,121.6482,-0.1700,-0.0500,-0.1800,0.2526,7.5600,-0.7900,-6.1500,25,-23.3750,-5.3750,37.0000,0,0,0,1
0.8680,5.0625,-52.1250,-114.5916,146.8204,-14.3239,186.7957,-0.1700,-0.0600,-0.1900,0.2619,7.5700,-0.7900,-6.1600,25,-23.3750,-5.3750,37.0000,0,0,0,1
0.8850,5.1250,-52.1250,-46.5528,132.4965,3.5810,140.4824,-0.0400,0.1100,-0.1400,0.1825,7.7000,-0.6100,-6.1100,25,-22.5625,-5.3750,36.1875,0,0,0,1
0.9060,5.1250,-52.1250,7.1620,7.1620,-25.0669,27.0359,-0.0500,0.0600,-0.1700,0.1871,7.6900,-0.6600,-6.1400,25,-22.5625,-5.3750,36.1875,0,0,0,1
0.9260,5.1250,-52.1250,-28.6479,111.0106,-7.1620,114.8710,-0.0900,-0.0200,-0.1200,0.1513,7.6400,-0.7500,-6.0900,25,-22.5625,-5.3750,36.1875,0,0,0,1
0.9470,5.1250,-52.1875,-14.3239,146.8204,-35.8099,151.8017,-0.0400,0.0000,0.0700,0.0806,7.7000,-0.7100,-5.8800,25,-23.0000,-5.0625,35.7500,0,0,0,1
0.9680,5.1250,-52.2500,-10.7430,103.8486,-10.7430,104.9541,-0.0600,-0.0100,0.0000,0.0608,7.6900,-0.7400,-5.9600,25,-23.0000,-5.0625,35.7500,0,0,0,1
0.9880,5.1875,-52.2500,-60.8768,39.3908,0.0000,72.5094,-0.1300,-0.0400,-0.1400,0.1952,7.6200,-0.7600,-6.0900,25,-22.5625,-5.7500,36.1875,0,0,0,1
1.0080,5.2500,-52.3125,-132.4965,143.2395,32.2289,197.7664,-0.0900,0.0100,-0.0600,0.1086,7.6600,-0.7000,-6.0100,25,-22.5625,-5.7500,36.1875,0,0,0,1
1.0290,5.3750,-52.3125,-175.4683,107.4296,28.6479,207.7281,-0.0700,0.0300,-0.0500,0.0911,7.6800,-0.6700,-5.9900,25,-22.5625,-5.7500,36.1875,0,0,0,1
1.0490,5.5000,-52.3125,-89.5247,21.4859,-42.9718,101.6016,-0.0300,-0.0100,-0.0600,0.0678,7.7200,-0.7200,-6.0100,25,-22.5625,-6.0625,36.1875,0,0,0,1
1.0690,5.5000,-52.3125,3.5810,-35.8099,-42.9718,56.0513,-0.0100,0.0500,-0.1800,0.1871,7.7500,-0.6500,-6.1200,25,-22.5625,-6.0625,36.1875,0,0,0,1
1.0900,5.5000,-52.3125,-57.2958,-3.5810,-21.4859,61.2966,-0.1200,-0.0200,-0.0900,0.1513,7.6300,-0.7300,-6.0400,25,-22.5625,-5.7500,37.3750,0,0,0,1
1.1100,5.5625,-52.3125,-96.6866,10.7430,3.5810,97.3475,-0.0800,0.0000,-0.0900,0.1204,7.6800,-0.7000,-6.0400,25,-22.5625,-5.7500,37.3750,0,0,0,1
1.1300,5.6250,-52.3125,-60.8768,111.0106,57.2958,138.9681,-0.0400,0.1100,-0.1600,0.1982,7.7200,-0.5800,-6.1100,25,-22.5625,-5.7500,37.3750,0,0,0,1
1.1480,5.6875,-52.3750,-93.1056,82.3627,-32.2289,128.4172,-0.1400,-0.0400,-0.1200,0.1887,7.6200,-0.7400,-6.0700,25,-23.3750,-6.0625,37.3750,0,0,0,1
1.1680,5.7500,-52.3750,-28.6479,60.8768,-68.0387,95.6867,0.0200,0.0500,0.0100,0.0548,7.8000,-0.6300,-5.9200,25,-23.3750,-6.0625,37.3750,0,0,0,1
1.1880,5.7500,-52.3750,64.4578,-53.7148,-114.5916,142.0257,0.0300,0.1000,-0.0600,0.1204,7.8000,-0.5800,-6.0000,25,-23.3750,-5.7500,35.0000,0,0,0,1
1.2090,5.8125,-52.3750,-64.4578,-75.2007,-111.0106,148.7726,0.0100,0.0700,-0.0600,0.0927,7.7800,-0.6000,-6.0100,25,-23.3750,-5.7500,35.0000,0,0,0,1
1.2290,5.9375,-52.3125,-157.5634,-53.7148,-82.3627,185.7286,0.0100,0.0500,-0.1000,0.1122,7.7700,-0.6200,-6.0500,25,-23.3750,-5.7500,35.0000,0,0,0,1
1.2500,6.0000,-52.3125,-21.4859,-21.4859,32.2289,44.2944,0.0500,0.0300,-0.0400,0.0707,7.8200,-0.6300,-5.9900,25,-23.0000,-5.3750,35.0625,0,0,0,1
1.2700,5.9375,-52.3125,14.3239,68.0387,114.5916,134.0361,-0.0900,0.0000,-0.1300,0.1581,7.6600,-0.6700,-6.0800,25,-23.0000,-5.3750,35.0625,0,0,0,1
1.2910,5.9375,-52.3125,42.9718,-14.3239,50.1338,67.5659,-0.0700,0.0500,-0.0600,0.1049,7.6900,-0.6200,-6.0000,25,-23.0000,-5.3750,37.0000,0,0,0,1
1.3150,5.9375,-52.3125,21.4859,-25.0669,17.9049,37.5577,-0.0900,0.0100,-0.1100,0.1425,7.6600,-0.6600,-6.0600,25,-23.0000,-5.3750,37.0000,0,0,0,1
1.3320,5.9375,-52.3125,-50.1338,-35.8099,32.2289,69.5302,-0.0400,0.0800,-0.2300,0.2468,7.7100,-0.5800,-6.1800,25,-23.0000,-5.3750,37.0000,0,0,0,1
1.3520,6.0625,-52.3125,-222.0211,-10.7430,-3.5810,222.3097,-0.1300,-0.0300,-0.1800,0.2241,7.6200,-0.7000,-6.1300,25,-22.5625,-5.0625,35.7500,0,0,0,1
1.3730,6.1875,-52.2500,-136.0775,-46.5528,-10.7430,144.2209,-0.0700,-0.0800,-0.0500,0.1175,7.6900,-0.7500,-6.0000,25,-22.5625,-5.0625,35.7500,0,0,0,1
1.3930,6.1875,-52.2500,25.0669,-82.3627,21.4859,88.7333,-0.0600,0.0000,-0.0600,0.0849,7.6900,-0.6600,-6.0200,25,-22.5625,-5.0625,37.0000,0,0,0,1
1.4140,6.1250,-52.1875,78.7817,-78.7817,39.3908,118.1725,-0.1100,0.0000,-0.1800,0.2110,7.6400,-0.6600,-6.1500,25,-22.5625,-5.0625,37.0000,0,0,0,1
1.4340,6.1250,-52.1875,-35.8099,14.3239,60.8768,72.0660,-0.1000,0.0000,-0.1200,0.1562,7.6400,-0.6700,-6.0900,25,-23.0000,-5.3750,37.0000,0,0,0,1
1.4550,6.1250,-52.1875,-57.2958,17.9049,-32.2289,68.1329,-0.0800,-0.0200,-0.0700,0.1082,7.7000,-0.6500,-6.0500,25,-23.0000,-5.3750,37.0000,0,0,0,1
1.4750,6.1875,-52.1875,10.7430,-21.4859,-78.7817,82.3627,-0.0200,0.0300,-0.0800,0.0877,7.7200,-0.6200,-6.0500,25,-23.0000,-5.3750,37.0000,0,0,0,1
1.4990,6.1875,-52.1875,-60.8768,7.1620,10.7430,62.2309,-0.0400,0.0200,-0.0700,0.0831,7.7000,-0.6400,-6.0400,25,-22.1875,-5.0625,37.0000,0,0,0,1
1.5200,6.2500,-52.1875,-150.4014,0.0000,64.4578,163.6319,-0.0600,0.0000,-0.0800,0.1000,7.6800,-0.6600,-6.0500,25,-22.1875,-5.0625,37.0000,0,0,0,1
1.5370,6.3125,-52.1875,-114.5916,17.9049,3.5810,116.0372,-0.0200,0.0000,-0.0400,0.0447,7.7200,-0.6600,-6.0100,25,-23.0000,-5.3750,36.6875,0,0,0,1
1.5610,6.3750,-52.1875,-14.3239,-35.8099,21.4859,44.1494,-0.0300,0.0500,-0.1200,0.1334,7.7100,-0.5900,-6.1000,25,-23.0000,-5.3750,36.6875,0,0,0,1
1.5780,6.3750,-52.1250,10.7430,-46.5528,-60.8768,77.3858,-0.1000,0.0400,-0.1600,0.1929,7.6400,-0.6000,-6.1300,25,-23.0000,-5.3750,36.6875,0,0,0,1
1.5980,6.3750,-52.1250,25.0669,-35.8099,-85.9437,96.4210,0.0400,0.0900,-0.1700,0.1965,7.7800,-0.5500,-6.1500,25,-22.5625,-5.5000,36.5625,0,0,0,1
1.6180,6.4375,-52.1250,-53.7148,60.8768,50.1338,95.4183,0.0000,0.0000,-0.0600,0.0600,7.7400,-0.6500,-6.0400,25,-22.5625,-5.5000,36.5625,0,0,0,1
1.6390,6.4375,-52.1250,32.2289,64.4578,78.7817,106.7711,-0.0200,0.0600,-0.1000,0.1183,7.7200,-0.5900,-6.0800,25,-23.0000,-5.0625,36.6875,0,0,0,1
1.6590,6.3750,-52.1250,-35.8099,39.3908,46.5528,70.7188,-0.0800,-0.0500,-0.0100,0.0949,7.6500,-0.7000,-5.9900,25,-23.0000,-5.0625,36.6875,0,0,0,1
1.6800,6.3750,-52.1250,-50.1338,-28.6479,-7.1620,58.1841,-0.0600,0.0100,-0.0700,0.0927,7.6800,-0.6300,-6.0500,25,-23.0000,-5.0625,36.6875,0,0,0,1
1.7010,6.4375,-52.1250,-68.0387,32.2289,-14.3239,76.6365,-0.0400,0.0700,-0.1000,0.1285,7.7000,-0.5700,-6.0800,25,-22.5625,-5.3750,37.3750,0,0,0,1
1.7210,6.5000,-52.1250,-35.8099,21.4859,17.9049,45.4376,-0.1100,-0.0400,-0.1100,0.1606,7.6200,-0.6900,-6.0900,25,-22.5625,-5.3750,37.3750,0,0,0,1
1.7410,6.5000,-52.1250,-7.1620,93.1056,-7.1620,93.6549,-0.0200,0.0100,-0.0600,0.0640,7.7200,-0.6300,-6.0400,25,-24.0625,-6.0625,36.1875,0,0,0,1
1.7620,6.5000,-52.1875,14.3239,211.2782,32.2289,214.2016,0.0100,0.0700,-0.1300,0.1480,7.7600,-0.5600,-6.1100,25,-24.0625,-6.0625,36.1875,0,0,0,1
1.7820,6.5000,-52.2500,-3.5810,128.9155,75.2007,149.2889,-0.0600,-0.0200,0.0800,0.1020,7.6900,-0.6700,-5.8700,25,-24.0625,-6.0625,36.1875,0,0,0,1
1.8030,6.5000,-52.2500,7.1620,-28.6479,-32.2289,43.7115,-0.1400,-0.0800,-0.0800,0.1800,7.6000,-0.7300,-6.0400,25,-23.6875,-5.0625,36.1875,0,0,0,1
1.8240,6.5625,-52.2500,-14.3239,-50.1338,-57.2958,77.4686,-0.0700,0.0000,-0.1000,0.1221,7.6800,-0.6500,-6.0600,25,-23.6875,-5.0625,36.1875,0,0,0,1
1.8440,6.5625,-52.2500,10.7430,-32.2289,-35.8099,49.3605,-0.0100,0.0300,-0.1300,0.1338,7.7300,-0.6100,-6.1000,25,-23.3750,-6.5000,35.5000,0,0,0,1
1.8640,6.5625,-52.2500,-103.8486,-25.0669,3.5810,106.8911,0.0000,0.0000,-0.0600,0.0600,7.7400,-0.6400,-6.0300,25,-23.3750,-6.5000,35.5000,0,0,0,1
1.8850,6.6250,-52.2500,-39.3908,0.0000,-14.3239,41.9144,-0.0400,0.0100,-0.0700,0.0812,7.7000,-0.6200,-6.0400,25,-22.1875,-5.3750,37.0000,0,0,0,1
1.9050,6.6250,-52.2500,68.0387,-3.5810,-3.5810,68.2270,-0.0900,-0.0600,-0.1300,0.1691,7.6800,-0.6200,-6.1100,25,-22.1875,-5.3750,37.0000,0,0,0,1
1.9300,6.5625,-52.2500,46.5528,42.9718,-14.3239,64.9532,-0.0600,0.0000,-0.0900,0.1082,7.6900,-0.6400,-6.0600,25,-22.1875,-5.3750,37.0000,0,0,0,1
1.9500,6.5625,-52.2500,-50.1338,57.2958,0.0000,76.1328,-0.0700,-0.0200,-0.0800,0.1082,7.6800,-0.6700,-6.0500,25,-22.1875,-5.7500,36.6875,0,0,0,1
1.9710,6.6250,-52.2500,-60.8768,0.0000,-46.5528,76.6365,0.0000,0.0400,-0.0400,0.0566,7.7600,-0.6000,-6.0000,25,-22.1875,-5.7500,36.6875,0,0,0,1
1.9910,6.6875,-52.2500,-146.8204,-14.3239,-39.3908,152.6861,-0.0400,0.0000,-0.0300,0.0500,7.7000,-0.6400,-5.9900,25,-23.3750,-5.7500,36.1875,0,0,0,1
2.0110,6.8125,-52.2500,-103.8486,-57.2958,-17.9049,119.9497,0.0000,0.0200,0.0000,0.0200,7.7500,-0.6000,-5.9600,25,-23.3750,-5.7500,36.1875,0,0,0,1
2.0320,6.8750,-52.1875,-64.4578,-39.3908,10.7430,76.3011,-0.0300,0.0100,-0.0800,0.0860,7.7200,-0.6100,-6.0500,25,-23.3750,-5.7500,36.1875,0,0,0,1
2.0530,6.9375,-52.1875,-42.9718,3.5810,17.9049,46.6903,-0.0500,-0.0300,-0.0700,0.0911,7.6900,-0.6600,-6.0400,25,-23.0000,-5.3750,36.1875,0,0,0,1
2.0730,6.9375,-52.1875,-3.5810,-78.7817,-35.8099,86.6125,-0.0300,0.0000,-0.0300,0.0424,7.7100,-0.6200,-6.0100,25,-23.0000,-5.3750,36.1875,0,0,0,1
2.0930,7.0000,-52.1875,-71.6197,-39.3908,-53.7148,97.8075,-0.0300,0.0000,-0.1100,0.1140,7.7100,-0.6200,-6.0900,25,-23.3750,-5.7500,35.0000,0,0,0,1
2.1140,7.0625,-52.1875,-60.8768,-46.5528,-82.3627,112.5023,-0.0300,0.0000,-0.1100,0.1140,7.7100,-0.6100,-6.0900,25,-23.3750,-5.7500,35.0000,0,0,0,1
2.1350,7.1250,-52.1875,-153.9824,-3.5810,-35.8099,158.1321,0.0200,0.0200,-0.0500,0.0574,7.7700,-0.5800,-6.0300,25,-23.3750,-5.7500,35.0000,0,0,0,1
2.1550,7.2500,-52.1875,-196.9542,-17.9049,32.2289,200.3753,-0.0200,-0.0200,0.0000,0.0283,7.7100,-0.6200,-5.9800,25,-22.5625,-5.3750,34.6875,0,0,0,1
2.1750,7.3125,-52.1250,-93.1056,-64.4578,46.5528,122.4362,0.0000,-0.0100,-0.0400,0.0412,7.7300,-0.6100,-6.0200,25,-22.5625,-5.3750,34.6875,0,0,0,1
2.1920,7.3125,-52.1250,-10.7430,-78.7817,35.8099,87.2027,-0.0300,0.0200,-0.1500,0.1543,7.7000,-0.5700,-6.1300,25,-22.5625,-5.8750,35.7500,0,0,0,1
2.2160,7.3125,-52.0625,-3.5810,-53.7148,50.1338,73.5629,-0.0200,-0.0500,-0.0100,0.0548,7.7100,-0.6500,-6.0000,25,-22.5625,-5.8750,35.7500,0,0,0,1
2.2330,7.2500,-52.0625,57.2958,-78.7817,17.9049,99.0452,-0.1600,-0.0900,-0.0400,0.1879,7.5700,-0.7000,-6.0300,25,-22.5625,-5.8750,35.7500,0,0,0,1
2.2530,7.1875,-52.0000,35.8099,-46.5528,-32.2289,66.9941,-0.1000,-0.0500,-0.1100,0.1568,7.6200,-0.6600,-6.1100,25,-23.0000,-5.5000,36.6875,0,0,0,1
2.2740,7.1875,-52.0000,-14.3239,-39.3908,-10.7430,43.2692,-0.0500,0.0200,-0.0900,0.1049,7.6700,-0.5800,-6.0900,25,-23.0000,-5.5000,36.6875,0,0,0,1
2.2940,7.2500,-52.0000,-107.4296,-53.7148,-10.7430,120.5894,-0.0400,-0.0400,-0.0200,0.0600,7.6800,-0.6500,-6.0200,25,-23.0000,-5.0625,35.7500,0,0,0,1
2.3150,7.3125,-51.9375,-35.8099,-136.0775,25.0669,142.9258,-0.0600,-0.1000,0.0000,0.1166,7.6600,-0.7100,-6.0000,25,-23.0000,-5.0625,35.7500,0,0,0,1
2.3320,7.2500,-51.8750,35.8099,-179.0493,35.8099,186.0735,-0.1000,-0.1100,0.0600,0.1603,7.6100,-0.7200,-5.9500,25,-23.0000,-5.0625,35.7500,0,0,0,1
2.3520,7.2500,-51.8125,-75.2007,-139.6585,-3.5810,158.6583,-0.0900,-0.0500,-0.0800,0.1304,7.6100,-0.6600,-6.1100,25,-23.3750,-5.8750,35.7500,0,0,0,1
2.3760,7.3125,-51.8125,-103.8486,-82.3627,-42.9718,139.3367,-0.0100,-0.0600,0.0200,0.0640,7.6900,-0.6600,-6.0000,25,-23.3750,-5.8750,35.7500,0,0,0,1
2.3930,7.4375,-51.7500,-100.2676,-146.8204,-46.5528,183.7852,0.0000,-0.0500,0.0000,0.0500,7.6900,-0.6500,-6.0300,25,-22.5625,-6.5625,37.3750,0,0,0,1
2.4170,7.5000,-51.7500,-153.9824,-146.8204,-39.3908,216.3757,0.0300,0.0400,-0.0400,0.0640,7.7300,-0.5400,-6.0800,25,-22.5625,-6.5625,37.3750,0,0,0,1
2.4340,7.6875,-51.6875,-243.5071,-128.9155,21.4859,276.3631,0.0300,0.0500,-0.0600,0.0837,7.7300,-0.5200,-6.1100,25,-22.5625,-6.5625,37.3750,0,0,0,1
2.4540,7.8125,-51.6250,-146.8204,-175.4683,10.7430,229.0432,0.0500,0.0900,-0.0800,0.1304,7.7400,-0.4700,-6.1300,25,-22.1875,-6.0625,36.1875,0,0,0,1
2.4740,7.8750,-51.5625,-161.1444,-211.2782,32.2289,267.6653,0.0400,0.0300,-0.0500,0.0707,7.7200,-0.5300,-6.1200,25,-22.1875,-6.0625,36.1875,0,0,0,1
2.4950,8.0000,-51.4375,-157.5634,-254.2500,10.7430,299.3071,-0.0700,-0.0100,-0.0800,0.1068,7.6000,-0.5700,-6.1600,25,-23.0000,-5.0625,36.1875,0,0,0,1
2.5160,8.0625,-51.3750,-42.9718,-239.9261,-35.8099,246.3604,-0.0600,-0.0400,-0.0700,0.1005,7.5900,-0.6000,-6.1600,25,-23.0000,-5.0625,36.1875,0,0,0,1
2.5360,8.0625,-51.3125,-57.2958,-250.6690,-7.1620,257.2335,-0.0300,-0.0300,-0.0300,0.0520,7.6100,-0.5800,-6.1300,25,-23.0000,-5.0625,36.1875,0,0,0,1
2.5560,8.1250,-51.1875,-93.1056,-218.4402,17.9049,238.1288,-0.0900,-0.1000,-0.0100,0.1349,7.5500,-0.6500,-6.1200,25,-22.5625,-5.8750,37.7500,0,0,0,1
2.5770,8.1875,-51.1250,-128.9155,-214.8592,32.2289,252.6309,-0.0500,-0.0400,-0.0200,0.0671,7.5800,-0.5900,-6.1400,25,-22.5625,-5.8750,37.7500,0,0,0,1
2.5970,8.2500,-51.0625,-164.7254,-239.9261,-25.0669,292.1084,-0.0300,0.0000,-0.1500,0.1530,7.5900,-0.5400,-6.2800,25,-23.3750,-5.7500,36.6875,0,0,0,1
2.6180,8.4375,-51.0000,-204.1162,-232.7641,-35.8099,311.6487,-0.0500,-0.0300,-0.0700,0.0911,7.6000,-0.5800,-6.1700,25,-23.3750,-5.7500,36.6875,0,0,0,1
2.6380,8.5000,-50.8750,-82.3627,-300.8029,-14.3239,312.2037,0.0300,0.0100,0.0000,0.0316,7.6400,-0.5100,-6.1600,25,-23.0000,-5.3750,36.6875,0,0,0,1
2.6590,8.5000,-50.7500,-25.0669,-361.6796,-25.0669,363.4128,-0.0300,-0.0100,-0.0800,0.0860,7.4800,-0.5700,-6.3200,25,-23.0000,-5.3750,36.6875,0,0,0,1
2.6790,8.5000,-50.6250,-10.7430,-393.9085,-89.5247,404.0965,-0.0800,-0.0300,-0.1500,0.1726,7.4900,-0.5600,-6.3500,25,-23.0000,-5.3750,36.6875,0,0,0,1
