# Sesion:4 Fecha:2026-03-08 15:42:43 Shots:0 Duracion:18,06s
tSeg,yaw,roll,gx,gy,gz,gmag,lax,lay,laz,lamag,ax,ay,az,temp,mx,my,mz,cs,cg,ca,cm
0.6260,346.0625,-63.1250,146.8204,-354.5177,-57.2958,387.9714,0.0000,-0.0300,0.2800,0.2816,8.7400,-0.7000,-4.0900,25,-33.0000,-18.7500,40.5000,0,0,0,0
0.6430,346.0000,-63.0625,111.0106,-304.3838,-46.5528,327.3225,0.0400,0.0300,0.3700,0.3734,8.7800,-0.6300,-4.0100,25,-31.5000,-19.3750,41.6875,0,0,0,0
0.6670,346.0000,-63.0000,-53.7148,-161.1444,17.9049,170.8022,0.0700,0.0400,0.3600,0.3689,8.8100,-0.6300,-4.0200,25,-31.5000,-19.3750,41.6875,0,0,0,0
0.6840,346.1250,-63.0625,-171.8873,-153.9824,50.1338,236.1551,0.1300,0.0700,0.5400,0.5598,8.8700,-0.5900,-3.8400,25,-31.5000,-19.3750,41.6875,0,0,0,0
0.7040,346.1875,-63.0000,-50.1338,-229.1831,-21.4859,235.5843,-0.0200,-0.0500,0.3500,0.3541,8.7100,-0.7200,-4.0400,25,-32.2500,-19.5000,40.5000,0,0,0,0
0.7250,346.0625,-63.0000,196.9542,-150.4014,-118.1725,274.5475,0.0400,0.0100,0.4300,0.4320,8.7800,-0.6500,-3.9600,25,-32.2500,-19.5000,40.5000,0,0,0,0
0.7450,346.0625,-63.0000,139.6585,-254.2500,-121.7535,314.5974,0.1500,0.1200,0.4300,0.4710,8.8900,-0.5400,-3.9600,25,-33.5000,-19.0000,42.3750,0,0,0,0
0.7660,346.0625,-63.0000,-60.8768,-222.0211,-10.7430,230.4664,0.1300,0.0800,0.4800,0.5037,8.8700,-0.5700,-3.9100,25,-33.5000,-19.0000,42.3750,0,0,0,0
0.7860,346.1250,-63.0000,-150.4014,-315.1268,64.4578,355.0779,0.1100,0.0800,0.4500,0.4701,8.8500,-0.5700,-3.9400,25,-33.5000,-19.0000,42.3750,0,0,0,0
0.8070,346.2500,-62.8750,-128.9155,-354.5177,32.2289,378.6036,0.0800,0.1600,0.1400,0.2272,8.8200,-0.4900,-4.2600,25,-32.0000,-19.0000,41.2500,0,0,0,0
0.8270,346.2500,-62.8125,-3.5810,-333.0317,21.4859,333.7433,0.2800,0.2600,0.3800,0.5389,9.0000,-0.3800,-4.0400,25,-32.0000,-19.0000,41.2500,0,0,0,0
0.8480,346.1875,-62.6875,57.2958,-408.2324,111.0106,426.9190,0.1200,0.1600,0.1600,0.2561,8.8300,-0.4900,-4.2800,25,-33.5000,-19.0000,41.2500,0,0,0,0
0.8680,346.1250,-62.5625,46.5528,-433.2994,78.7817,442.8567,0.0700,0.0800,0.3500,0.3658,8.7800,-0.5700,-4.1000,25,-33.5000,-19.0000,41.2500,0,0,0,0
0.8880,346.0625,-62.4375,204.1162,-508.5001,60.8768,551.3091,0.0500,0.0100,0.4200,0.4231,8.7400,-0.6500,-4.0600,25,-33.5000,-19.0000,41.2500,0,0,0,0
0.9090,345.8750,-62.3125,293.6409,-565.7958,57.2958,640.0256,0.0100,0.0100,0.3500,0.3503,8.6900,-0.6500,-4.1400,25,-32.6875,-17.8750,42.3750,0,0,0,0
0.9280,345.6875,-62.1875,136.0775,-483.4331,111.0106,514.3424,0.1100,0.0100,0.4600,0.4731,8.7900,-0.6700,-4.0500,25,-32.6875,-17.8750,42.3750,0,0,0,0
0.9460,345.5625,-62.0625,100.2676,-569.3768,118.1725,590.0918,0.0500,0.0000,0.4700,0.4727,8.7100,-0.6800,-4.0600,25,-32.6875,-20.1875,42.0625,0,0,0,0
0.9710,345.4375,-61.8750,218.4402,-676.8064,7.1620,711.2203,-0.0200,-0.0400,0.2700,0.2737,8.6200,-0.7400,-4.2800,25,-32.6875,-20.1875,42.0625,0,0,0,0
0.9870,345.1875,-61.6875,404.6515,-737.6832,-64.4578,843.8448,0.0200,0.0100,0.3600,0.3607,8.6500,-0.6900,-4.2200,25,-32.6875,-20.1875,42.0625,0,0,0,0
1.0080,345.0000,-61.5000,315.1268,-662.4825,-50.1338,735.3240,-0.0600,-0.0700,0.2900,0.3043,8.5500,-0.7900,-4.3200,25,-32.6875,-19.3750,42.0625,0,0,0,0
1.0320,344.8125,-61.3125,200.5352,-512.0811,-57.2958,552.9234,-0.0800,-0.0400,0.1900,0.2100,8.5200,-0.7600,-4.4400,25,-32.6875,-19.3750,42.0625,0,0,0,0
1.0490,344.8125,-61.1875,93.1056,-426.1374,-103.8486,448.3818,0.0100,0.0100,0.2600,0.2604,8.6100,-0.7000,-4.3900,25,-31.5000,-18.5625,42.0625,0,0,0,0
1.0700,344.7500,-61.1250,21.4859,-411.8134,-71.6197,418.5467,0.0300,0.0400,0.2100,0.2159,8.6200,-0.6700,-4.4600,25,-31.5000,-18.5625,42.0625,0,0,0,0
1.0900,344.6875,-60.9375,211.2782,-519.2430,-82.3627,566.5999,0.0100,0.0600,0.2300,0.2379,8.5900,-0.6500,-4.4600,25,-31.5000,-18.5625,42.0625,0,0,0,0
1.1100,344.5625,-60.8125,179.0493,-508.5001,-39.3908,540.5392,-0.0200,0.0400,0.1500,0.1565,8.5300,-0.6700,-4.5600,25,-32.1875,-17.7500,43.2500,0,0,0,0
1.1310,344.5000,-60.6250,100.2676,-418.9754,-21.4859,431.3417,0.0500,0.1600,0.0100,0.1679,8.6000,-0.5600,-4.7300,25,-32.1875,-17.7500,43.2500,0,0,0,0
1.1510,344.5625,-60.5625,-93.1056,-254.2500,-85.9437,284.0740,0.1100,0.2200,0.0400,0.2492,8.6500,-0.4900,-4.7100,25,-31.8750,-17.7500,42.5000,0,0,0,0
1.1710,344.6250,-60.5625,-75.2007,-168.3063,-85.9437,203.3925,0.1600,0.1700,0.2200,0.3208,8.7200,-0.5300,-4.4600,25,-31.8750,-17.7500,42.5000,0,0,0,0
1.1920,344.6875,-60.5000,53.7148,-250.6690,-7.1620,256.4596,0.1800,0.1800,0.2800,0.3784,8.7100,-0.5100,-4.4800,25,-31.5000,-19.1875,42.8750,0,0,0,0
1.2120,344.6875,-60.4375,71.6197,-354.5177,21.4859,362.3172,0.1400,0.0700,0.3600,0.3926,8.6700,-0.6200,-4.4100,25,-31.5000,-19.1875,42.8750,0,0,0,0
1.2330,344.5625,-60.3125,153.9824,-483.4331,78.7817,513.4440,-0.0400,0.0100,0.1900,0.1944,8.4700,-0.6800,-4.6100,25,-31.5000,-19.1875,42.8750,0,0,0,0
1.2530,344.5000,-60.1875,57.2958,-340.1937,28.6479,346.1723,-0.1300,-0.1100,0.0000,0.1703,8.4700,-0.7700,-4.6400,25,-32.1875,-18.5000,42.0000,0,0,0,0
1.2740,344.4375,-60.1250,132.4965,-222.0211,-25.0669,259.7635,0.1100,0.0500,0.2600,0.2867,8.6100,-0.6600,-4.5600,25,-32.1875,-18.5000,42.0000,0,0,0,0
1.2940,344.3125,-60.0625,132.4965,-282.8979,3.5810,312.4090,0.0000,0.0000,0.1700,0.1700,8.4900,-0.7000,-4.6600,25,-31.0625,-18.3750,42.0000,0,0,0,0
1.3150,344.3125,-60.0000,21.4859,-290.0599,-10.7430,291.0529,-0.0400,-0.0900,0.2500,0.2687,8.4400,-0.8000,-4.6000,25,-31.0625,-18.3750,42.0000,0,0,0,0
1.3350,344.2500,-59.8750,139.6585,-325.8698,-89.5247,365.6641,0.0100,0.0100,0.1600,0.1606,8.4900,-0.7000,-4.7000,25,-31.0625,-18.3750,42.0000,0,0,0,0
1.3550,344.1875,-59.8125,96.6866,-293.6409,-71.6197,317.3368,0.1500,0.1300,0.2000,0.2818,8.6200,-0.5700,-4.6700,25,-31.5000,-18.2500,44.0000,0,0,0,0
1.3760,344.2500,-59.7500,-132.4965,-232.7641,14.3239,268.2156,0.0300,0.0200,0.3100,0.3121,8.5000,-0.6800,-4.5700,25,-31.5000,-18.2500,44.0000,0,0,0,0
1.3930,344.2500,-59.6875,-60.8768,-243.5071,28.6479,252.6309,0.0000,0.0600,0.0200,0.0632,8.4600,-0.6400,-4.8700,25,-31.5000,-17.8750,42.7500,0,0,0,0
1.4170,344.3125,-59.6250,-85.9437,-107.4296,-35.8099,142.1611,0.1200,0.1400,0.1000,0.2098,8.5800,-0.5500,-4.8000,25,-31.5000,-17.8750,42.7500,0,0,0,0
1.4370,344.3750,-59.5625,32.2289,-182.6303,-42.9718,190.3657,0.1500,0.1500,0.2100,0.2985,8.6100,-0.5400,-4.6900,25,-31.5000,-17.8750,42.7500,0,0,0,0
1.4540,344.3750,-59.5625,85.9437,-279.3169,-10.7430,292.4375,0.1000,0.0800,0.2700,0.2988,8.5500,-0.6100,-4.6400,25,-32.1875,-17.7500,43.5000,0,0,0,0
1.4750,344.3125,-59.5000,39.3908,-329.4508,53.7148,336.1171,0.0800,0.0600,0.1800,0.2059,8.5200,-0.6300,-4.7500,25,-32.1875,-17.7500,43.5000,0,0,0,0
1.4950,344.2500,-59.3750,-21.4859,-247.0881,100.2676,267.5215,-0.0100,0.0100,0.0600,0.0616,8.4200,-0.6900,-4.8700,25,-31.8750,-17.7500,43.8750,0,0,0,0
1.5160,344.2500,-59.3125,50.1338,-168.3063,46.5528,181.6799,0.0500,0.0700,0.0400,0.0949,8.4800,-0.6300,-4.9000,25,-31.8750,-17.7500,43.8750,0,0,0,0
1.5360,344.1250,-59.2500,93.1056,-211.2782,100.2676,251.7156,0.0900,0.0800,0.2200,0.2508,8.5200,-0.6200,-4.7300,25,-31.8750,-17.7500,43.8750,0,0,0,0
1.5560,344.1250,-59.1875,42.9718,-225.6021,107.4296,253.5429,0.0100,-0.0300,0.1200,0.1241,8.4300,-0.7500,-4.8400,25,-31.5000,-17.7500,43.0625,0,0,0,0
1.5770,344.0625,-59.0625,17.9049,-200.5352,21.4859,202.4762,-0.0700,-0.0400,0.0800,0.1136,8.3400,-0.7700,-4.8900,25,-31.5000,-17.7500,43.0625,0,0,0,0
1.5970,344.0000,-59.0625,111.0106,-193.3733,-3.5810,223.0009,0.0100,0.0000,0.1400,0.1404,8.4200,-0.7200,-4.8400,25,-31.5000,-17.2500,44.5625,0,0,0,0
1.6180,343.9375,-59.0000,93.1056,-132.4965,10.7430,162.2942,0.1100,0.1000,0.0600,0.1603,8.5200,-0.6200,-4.9200,25,-31.5000,-17.2500,44.5625,0,0,0,0
1.6380,343.8750,-58.9375,68.0387,-85.9437,57.2958,123.6867,0.0900,0.0700,0.1600,0.1965,8.4900,-0.6600,-4.8300,25,-31.5000,-17.2500,44.5625,0,0,0,0
1.6550,343.8125,-58.9375,100.2676,-161.1444,14.3239,190.3320,0.0400,0.0100,0.2200,0.2238,8.4500,-0.7200,-4.7800,25,-31.0625,-17.2500,44.1875,0,0,0,0
1.6790,343.6875,-58.8750,157.5634,-225.6021,25.0669,276.3167,0.0500,0.0000,0.2800,0.2844,8.4500,-0.7400,-4.7200,25,-31.0625,-17.2500,44.1875,0,0,0,0
1.6960,343.6250,-58.8125,261.4120,-293.6409,57.2958,397.2959,-0.0200,-0.0500,0.1300,0.1407,8.3600,-0.7900,-4.8800,25,-31.0625,-18.7500,43.3750,0,0,0,0
1.7200,343.3750,-58.7500,125.3345,-179.0493,-10.7430,218.8214,-0.0700,-0.1200,0.1400,0.1972,8.3100,-0.8700,-4.8800,25,-31.0625,-18.7500,43.3750,0,0,0,0
1.7370,343.3750,-58.6875,42.9718,-121.7535,-78.7817,151.2516,-0.0200,-0.0600,0.2700,0.2773,8.3500,-0.8100,-4.7500,25,-31.0625,-18.7500,43.3750,0,0,0,0
1.7570,343.3750,-58.6875,-21.4859,-125.3345,-60.8768,140.9836,0.1000,0.0200,0.2200,0.2425,8.4800,-0.7200,-4.8100,25,-31.8750,-17.6875,43.0625,0,0,0,0
1.7780,343.4375,-58.6250,-39.3908,-171.8873,-21.4859,177.6472,0.0300,0.0300,0.2400,0.2437,8.4100,-0.7100,-4.7900,25,-31.8750,-17.6875,43.0625,0,0,0,0
1.7980,343.3750,-58.5625,78.7817,-243.5071,21.4859,256.8344,0.0400,0.0000,0.2500,0.2532,8.4100,-0.7500,-4.7900,25,-31.5000,-17.2500,44.5625,0,0,0,0
1.8190,343.3125,-58.5000,139.6585,-293.6409,-46.5528,328.4762,0.0200,0.0900,0.0600,0.1100,8.3900,-0.6600,-4.9900,25,-31.5000,-17.2500,44.5625,0,0,0,0
1.8390,343.2500,-58.4375,103.8486,-243.5071,-39.3908,267.6413,0.1000,0.0900,0.2700,0.3017,8.4600,-0.6500,-4.8000,25,-31.5000,-17.2500,44.5625,0,0,0,0
1.8560,343.2500,-58.3750,-53.7148,-196.9542,10.7430,204.4301,0.0700,0.0600,0.0600,0.1100,8.4200,-0.6800,-5.0100,25,-31.5000,-17.2500,44.1875,0,0,0,0
1.8800,343.3125,-58.3750,-100.2676,-118.1725,35.8099,159.0619,0.0900,0.0800,0.1200,0.1700,8.4400,-0.6700,-4.9600,25,-31.5000,-17.2500,44.1875,0,0,0,0
1.8960,343.3125,-58.3125,-28.6479,-150.4014,28.6479,155.7626,0.0800,0.0200,0.2200,0.2349,8.4200,-0.7200,-4.8600,25,-31.5000,-18.2500,45.0625,0,0,0,0
1.9200,343.3125,-58.2500,-7.1620,-153.9824,46.5528,161.0250,0.1000,0.1000,0.1600,0.2135,8.4400,-0.6400,-4.9300,25,-31.5000,-18.2500,45.0625,0,0,0,0
1.9380,343.3125,-58.2500,42.9718,-189.7923,39.3908,198.5430,0.1000,0.0500,0.2200,0.2468,8.4400,-0.6900,-4.8700,25,-31.5000,-18.2500,45.0625,0,0,0,0
1.9580,343.1875,-58.1250,143.2395,-290.0599,28.6479,324.7660,0.0900,0.0500,0.1300,0.1658,8.4300,-0.7000,-4.9800,25,-31.8750,-17.5625,44.1875,0,0,0,0
1.9780,343.0625,-58.0625,225.6021,-268.5740,17.9049,351.2106,0.0300,0.0000,0.1300,0.1334,8.3500,-0.7500,-4.9900,25,-31.8750,-17.5625,44.1875,0,0,0,0
1.9980,343.0000,-58.0000,64.4578,-186.2113,21.4859,198.2198,0.0000,0.0000,0.0800,0.0800,8.3200,-0.7500,-5.0500,25,-31.0625,-18.6875,44.5000,0,0,0,0
2.0190,342.9375,-57.9375,3.5810,-114.5916,39.3908,121.2258,0.0500,0.0100,0.1600,0.1679,8.3700,-0.7400,-4.9700,25,-31.0625,-18.6875,44.5000,0,0,0,0
2.0390,342.9375,-57.9375,-3.5810,-150.4014,32.2289,153.8574,0.0200,-0.0100,0.1700,0.1715,8.3300,-0.7800,-4.9700,25,-31.0625,-18.6875,44.5000,0,0,0,0
2.0560,342.9375,-57.8750,39.3908,-207.6972,-3.5810,211.4299,-0.0300,-0.0600,0.1300,0.1463,8.2600,-0.8300,-5.0100,25,-31.0625,-18.0000,44.0625,0,0,0,0
2.0800,342.8750,-57.8125,118.1725,-257.8310,0.0000,283.6223,0.0400,0.0100,0.2100,0.2140,8.3400,-0.7500,-4.9400,25,-31.0625,-18.0000,44.0625,0,0,0,0
2.0970,342.8125,-57.7500,250.6690,-411.8134,3.5810,482.1184,0.0600,0.0000,0.2500,0.2571,8.3600,-0.7800,-4.9200,25,-30.6875,-18.2500,45.2500,0,0,0,0
2.1180,342.5000,-57.5625,368.8416,-483.4331,-28.6479,608.7466,0.0400,0.0400,0.1700,0.1792,8.3200,-0.7400,-5.0200,25,-30.6875,-18.2500,45.2500,0,0,0,0
2.1380,342.2500,-57.3750,311.5458,-465.5282,-7.1620,560.2041,0.1400,0.0900,0.1900,0.2526,8.4000,-0.6900,-5.0200,25,-30.6875,-18.2500,45.2500,0,0,0,0
2.1580,342.1250,-57.2500,75.2007,-368.8416,14.3239,376.7020,0.0500,0.0700,0.1300,0.1559,8.3000,-0.7200,-5.0900,25,-30.6875,-18.6875,45.6875,0,0,0,0
2.1790,342.1250,-57.1875,75.2007,-361.6796,-21.4859,370.0391,0.0200,0.0300,0.1300,0.1349,8.2600,-0.7700,-5.1100,25,-30.6875,-18.6875,45.6875,0,0,0,0
2.1990,342.0625,-57.1250,103.8486,-279.3169,-17.9049,298.5349,0.0000,-0.0300,0.1500,0.1530,8.2400,-0.8300,-5.1000,25,-31.0625,-18.0000,45.0000,0,0,0,0
2.2200,341.9375,-57.0000,60.8768,-268.5740,28.6479,276.8730,0.0900,0.0200,0.1300,0.1594,8.3100,-0.7800,-5.1400,25,-31.0625,-18.0000,45.0000,0,0,0,0
2.2400,341.8750,-56.8750,57.2958,-268.5740,35.8099,276.9425,0.0100,0.0200,0.1300,0.1319,8.2300,-0.7800,-5.1500,25,-31.0625,-18.0000,45.0000,0,0,0,0
2.2570,341.8125,-56.8125,168.3063,-311.5458,28.6479,355.2584,0.0400,0.0300,0.2000,0.2062,8.2500,-0.7700,-5.0900,25,-31.0625,-16.7500,43.7500,0,0,0,0
2.2810,341.6875,-56.6875,153.9824,-347.3557,7.1620,380.0235,0.0800,0.0400,0.1300,0.1578,8.2800,-0.7700,-5.1700,25,-31.0625,-16.7500,43.7500,0,0,0,0
2.2980,341.6250,-56.6250,35.8099,-300.8029,46.5528,306.4831,0.0100,0.0100,0.0700,0.0714,8.2000,-0.8000,-5.2500,25,-30.6875,-16.6875,45.2500,0,0,0,0
2.3180,341.5625,-56.5000,60.8768,-264.9930,3.5810,271.9193,0.0100,-0.0100,0.1100,0.1109,8.1900,-0.8400,-5.2200,25,-30.6875,-16.6875,45.2500,0,0,0,0
2.3390,341.5000,-56.4375,35.8099,-254.2500,-17.9049,257.3830,-0.0200,-0.0400,0.1400,0.1470,8.1400,-0.8700,-5.2000,25,-30.6875,-16.6875,45.2500,0,0,0,0
2.3590,341.5000,-56.3750,17.9049,-204.1162,21.4859,206.0234,0.0600,0.0000,0.1600,0.1709,8.2300,-0.8200,-5.1900,25,-31.5000,-18.1875,45.0000,0,0,0,0
2.3800,341.5000,-56.3125,14.3239,-250.6690,10.7430,251.3077,0.0500,0.0000,0.1400,0.1487,8.2100,-0.8200,-5.2200,25,-31.5000,-18.1875,45.0000,0,0,0,0
2.4000,341.4375,-56.2500,53.7148,-300.8029,-10.7430,305.7500,0.0000,0.0200,0.0900,0.0922,8.1500,-0.8000,-5.2900,25,-30.3750,-17.3750,44.8750,0,0,0,0
2.4210,341.4375,-56.1875,71.6197,-343.7747,-57.2958,355.7994,0.0600,0.0300,0.1200,0.1375,8.2100,-0.7900,-5.2700,25,-30.3750,-17.3750,44.8750,0,0,0,0
2.4410,341.2500,-56.0000,182.6303,-411.8134,-39.3908,452.2121,0.0200,-0.0200,0.0100,0.0300,8.1500,-0.8500,-5.4000,25,-30.3750,-17.3750,44.8750,0,0,0,0
2.4580,341.1875,-55.9375,121.7535,-272.1550,-14.3239,298.4919,0.0000,0.0100,0.0900,0.0906,8.1300,-0.8200,-5.3300,25,-30.6875,-17.0000,45.6875,0,0,0,0
2.4780,341.1250,-55.8750,96.6866,-236.3451,-42.9718,258.9477,0.0700,0.0300,0.2000,0.2140,8.1900,-0.7900,-5.2300,25,-30.6875,-17.0000,45.6875,0,0,0,0
2.4990,341.0625,-55.7500,136.0775,-322.2888,-50.1338,353.4127,0.0200,-0.0400,0.1200,0.1281,8.1300,-0.8800,-5.3200,25,-31.0625,-17.7500,45.2500,0,0,0,0
2.5190,341.0000,-55.6250,14.3239,-247.0881,-28.6479,249.1553,0.1200,0.0400,0.1500,0.1962,8.2200,-0.7900,-5.3100,25,-31.0625,-17.7500,45.2500,0,0,0,0
2.5390,341.0000,-55.5625,-32.2289,-290.0599,7.1620,291.9328,0.1200,0.0400,0.2600,0.2891,8.2200,-0.7900,-5.2000,25,-31.0625,-17.7500,45.2500,0,0,0,0
2.5600,341.0000,-55.5000,57.2958,-379.5845,-3.5810,383.9011,0.0200,0.0200,0.0000,0.0283,8.1000,-0.8100,-5.4900,25,-30.3750,-16.5000,46.7500,0,0,0,0
2.5800,340.9375,-55.4375,82.3627,-350.9367,-75.2007,368.2326,0.0400,0.0900,0.0200,0.1005,8.1100,-0.7400,-5.4800,25,-30.3750,-16.5000,46.7500,0,0,0,0
2.6010,340.8750,-55.3125,153.9824,-343.7747,-46.5528,379.5508,0.1100,0.0800,0.0600,0.1487,8.1700,-0.7500,-5.4500,25,-29.6875,-16.8750,44.8750,0,0,0,0
2.6210,340.7500,-55.1875,32.2289,-286.4789,21.4859,289.0857,0.1100,0.0700,0.1200,0.1772,8.1600,-0.7700,-5.4000,25,-29.6875,-16.8750,44.8750,0,0,0,0
2.6410,340.7500,-55.0625,28.6479,-261.4120,42.9718,266.4649,-0.0100,-0.0600,0.0900,0.1086,8.0200,-0.9000,-5.4500,25,-29.6875,-16.8750,44.8750,0,0,0,0
2.6590,340.6875,-55.0000,64.4578,-239.9261,25.0669,249.6952,0.0000,0.0000,0.1300,0.1300,8.0400,-0.8400,-5.4200,25,-30.0625,-17.6875,45.1875,0,0,0,0
2.6790,340.6250,-54.8750,35.8099,-297.2219,28.6479,300.7389,0.0000,0.0100,0.0800,0.0806,8.0300,-0.8300,-5.4800,25,-30.0625,-17.6875,45.1875,0,0,0,0
2.6990,340.6250,-54.8750,60.8768,-293.6409,3.5810,299.9063,0.0500,-0.0100,0.2200,0.2258,8.0700,-0.8600,-5.3500,25,-30.6875,-16.8750,44.3750,0,0,0,0
2.7200,340.5625,-54.6875,28.6479,-322.2888,-21.4859,324.2721,0.0800,-0.0200,0.1500,0.1712,8.0900,-0.8700,-5.4300,25,-30.6875,-16.8750,44.3750,0,0,0,0
